time,frequency,snr
1238157732.5,6.139005921956651,9.889644047261708
1238161417.25,4.099095318110544,8.86437374747499
1238161423.25,4.099095318110544,10.106969214634441
1238161437.5,4.127361724475127,9.8256977318321
1238161563.46875,4.537404023946279,10.165243335797776
1238161596.625,4.231978382939244,9.08170479466554
1238162560.5,6.139005921956651,16.35996331673683
1238162660.875,4.231978382939244,9.668117169276373
1238162906.5,6.012056107065895,10.030706632621749
1238162998.5,6.012056107065895,10.624090212465639
1238165955.5,6.139005921956651,8.25533371773964
1238166542.5,6.139005921956651,9.925873789155
1238166551.5,6.012056107065895,8.495898978439564
1238167121.5,6.012056107065895,10.74171850586536
1238167148.5,6.012056107065895,8.578793521050303
1238168131.5,6.139005921956651,8.084755101686607
1238169098.03125,4.537404023946279,8.377826955580801
1238170288.5,5.646741968931583,29.914684743058896
1238177235.5,6.012056107065895,9.465486108492247
1238177243.5,6.012056107065895,8.272131199111138
1238178968.5,6.139005921956651,8.639278004503135
1238179468.15625,7.5127215751287695,8.677670891329836
1238179478.5,6.139005921956651,12.630216365440559
1238179749.5,6.012056107065895,8.91799985545251
1238180787.890625,12.439047783167728,9.995712496617594
1238181475.5,6.012056107065895,8.484285030759645
1238182225.5,4.303507727235463,11.80453212568317
1238182245.75,4.099095318110544,10.811141653638822
1238182260.75,4.3047116849063105,8.223288059259527
1238182271.5,6.012056107065895,14.90872572840053
1238182272.5,6.012056107065895,11.079622608567933
1238182281.5,6.139005921956651,14.968681751821231
1238182291.5,6.012056107065895,11.821503225448007
1238182419.5,5.08654400485548,11.7585673308511
1238182601.875,4.231978382939244,10.03987770455178
1238182637.5,6.012056107065895,11.109111240167572
1238183163.5,5.193950823479673,15.693828061355557
1238183341.75,4.099095318110544,14.955606887976653
1238184323.75,4.747403798957438,17.478921813033075
1238184689.375,4.7370758562920114,10.168285196663192
1238184915.5,4.042011129676823,9.482318895454926
1238185067.5,6.012056107065895,9.387544843580926
1238185858.5,6.139005921956651,9.173392567391213
1238186568.5,6.012056107065895,8.922178166469413
1238188956.578125,9.667011050715827,8.109735537827557
1238190458.5,6.012056107065895,8.652824487990857
1238192883.5,6.012056107065895,9.264303199134263
1238193334.5,6.012056107065895,8.193892966667322
1238197354.5,6.139005921956651,8.445567861057867
1238199149.25,4.5206420568698755,8.111062485712864
1238199656.5,6.012056107065895,9.539201754061443
1238200186.5,5.193950823479673,8.976095596258073
1238105318.5,6.139005921956651,8.47221426999981
1238108166.5,6.139005921956651,8.701000716578896
1238108812.5,6.139005921956651,10.804273848620866
1238110638.5,6.012056107065895,9.089969946291994
1238111340.5,6.139005921956651,8.216395647096897
1238114799.5,6.012056107065895,9.224053857309098
1238118103.5,6.012056107065895,8.789596761677313
1238118604.5,6.139005921956651,8.03742592231846
1238122033.203125,12.439047783167728,10.35551273037004
1238122982.5,6.139005921956651,8.446331471066417
1238123583.5,6.139005921956651,8.47656699574661
1238130352.828125,12.439047783167728,20.24513157598679
1238132159.265625,12.439047783167728,8.461311821669161
1238137689.5,6.139005921956651,9.286905124862054
1238139340.734375,9.667011050715827,12.526875626996356
1238141849.5,6.139005921956651,8.520141635909358
1238142210.5,6.139005921956651,8.52067190742259
1238143849.546875,12.439047783167728,13.816948344583714
1238202778.75,4.747403798957438,16.28350191175008
1238202875.125,7.022707630018585,57.53898901414443
1238208747.5,6.139005921956651,8.525581322135535
1238221878.5,6.139005921956651,10.434064866810827
1238223077.5,6.139005921956651,9.008171715222126
1238228430.5,6.012056107065895,10.072268051095687
1238228462.5,6.012056107065895,9.09324761853229
1238228884.5,5.303625630875013,8.504161460482587
1238234011.5,6.139005921956651,11.018495035696905
1238241373.5,6.012056107065895,8.75712442172441
1238243700.5,6.012056107065895,9.882614472047276
1238244370.328125,9.667011050715827,14.581681615502207
1238248916.5,6.012056107065895,15.443836420855748
1238249297.5,6.139005921956651,8.568027015198943
1238263734.5,6.139005921956651,8.103660888088507
1238264386.25,4.099095318110544,10.419094499555037
1238265208.125,4.7370758562920114,10.081829488420144
1238265523.75,5.235621913862517,13.527547332790144
1238265962.75,4.985540227876587,29.09640661522989
1238266164.375,4.7370758562920114,10.038666133152642
1238266328.5,5.193950823479673,9.90429062788483
1238266414.875,4.7370758562920114,18.586071935210544
1238266612.25,4.985540227876587,24.348471594872994
1238266861.75,4.985540227876587,30.774641556994638
1238267500.125,4.231978382939244,8.6538930356483
1238268174.75,4.3047116849063105,10.751996029967302
1238268263.25,4.985540227876587,35.66045026202493
1238268947.25,4.747403798957438,22.776320377854628
1238269078.625,4.231978382939244,10.467901843563142
1238269323.25,4.985540227876587,29.359678433907245
1238269367.875,4.231978382939244,8.968609842872674
1238269768.75,4.747403798957438,25.34650662197254
1238270298.375,4.7370758562920114,9.310399565287856
1238270397.125,4.7370758562920114,15.987455664715323
1238270427.75,4.747403798957438,15.293567470406051
1238270662.546875,9.667011050715827,10.208517536744612
1238270672.25,5.498248047753185,22.79686639855535
1238270964.375,4.7370758562920114,9.543083732730098
1238271014.5,6.012056107065895,10.560024811632054
1238271091.25,4.985540227876587,13.674450506896685
1238271212.5,4.042011129676823,8.90235778476125
1238271250.5,6.139005921956651,8.682478928977478
1238271257.5,6.139005921956651,9.264233401775154
1238271316.75,5.235621913862517,8.783930663138321
1238271347.5,6.139005921956651,10.340313044832884
1238271364.75,4.985540227876587,15.551375555029416
1238271649.25,4.985540227876587,14.978801467439327
1238271719.25,4.099095318110544,11.858904643475135
1238271729.25,4.099095318110544,10.23781346129464
1238271735.5,4.042011129676823,8.852150849620214
1238271754.375,4.231978382939244,8.853441531829217
1238271761.5,4.487171223338931,8.512271290047428
1238272188.25,5.498248047753185,27.09118844607375
1238272232.75,5.235621913862517,18.369255196997717
1238272646.25,5.498248047753185,24.633985770086756
1238272664.5,6.012056107065895,8.256635733616918
1238273139.375,6.063682211525832,17.91048215529782
1238273358.375,4.7370758562920114,9.417992877125469
1238273429.75,5.498248047753185,27.239626332541732
1238273480.25,4.985540227876587,25.96743093694149
1238273571.25,4.747403798957438,9.164555669309024
1238273661.625,4.7370758562920114,10.562533228637907
1238273731.25,4.985540227876587,13.247827651277825
1238273780.875,4.7370758562920114,13.476210516492369
1238273983.75,4.747403798957438,9.320765079108831
1238274061.25,5.498248047753185,19.410788396095334
1238274098.8125,5.302458008464466,12.00077894873911
1238274141.125,4.7370758562920114,13.076110105625082
1238274278.75,5.235621913862517,23.837163720706837
1238274434.75,5.235621913862517,20.238510713673755
1238274571.125,4.7370758562920114,9.300355680579806
1238274729.5625,5.302458008464466,11.924100088388162
1238276633.25,5.498248047753185,13.392794786040028
1238276847.25,5.774047876638851,8.647574299195943
1238276887.25,4.985540227876587,8.844129677575681
1238276895.5,5.08654400485548,9.321942540218236
1238276911.75,5.235621913862517,14.002666002000772
1238276934.25,4.985540227876587,11.73986167209399
1238277134.625,7.744915646410647,39.41999048615322
1238277154.25,5.498248047753185,13.057307516662464
1238277170.25,5.235621913862517,12.00064389307844
1238277193.375,7.744915646410647,31.85466874823214
1238277197.875,7.022707630018585,20.387532315115692
1238277206.875,6.063682211525832,12.223564131242902
1238277312.75,4.985540227876587,11.583744378999668
1238277332.953125,12.439047783167728,13.824707182064788
1238277362.25,12.756279021431157,92.91895830396903
1238277392.25,5.498248047753185,9.980632707037962
1238277397.25,4.747403798957438,8.306150011674305
1238277406.625,8.541394791036987,46.616825083087875
1238291416.25,4.985540227876587,17.916920602515503
1238291428.75,4.985540227876587,10.70014499958714
1238291647.375,4.7370758562920114,12.333263026902324
1238291663.75,5.498248047753185,23.488527162718857
1238291736.25,4.985540227876587,19.448425235104054
1238291784.125,4.7370758562920114,9.187458716811937
1238291894.375,4.7370758562920114,8.734057023808214
1238292186.25,5.498248047753185,19.344920876573042
1238292390.25,4.747403798957438,8.20480293657654
1238292830.625,4.7370758562920114,11.558542642452762
1238292859.5,6.139005921956651,12.584991007503769
1238292868.5,6.139005921956651,9.97267722292952
1238292922.75,5.235621913862517,21.896785549142226
1238292925.875,4.7370758562920114,10.047145000983672
1238293243.25,5.235621913862517,26.936615638263486
1238293365.75,5.235621913862517,22.90243813458895
1238293507.5,6.139005921956651,9.224123184362734
1238293590.875,4.7370758562920114,10.270536961642891
1238293764.25,4.747403798957438,8.46306716687837
